iata,icao,name,country,municipality,lat,lon,elevation
LAX,KLAX,Los Angeles International Airport,US,Los Angeles,33.942501,-118.407997,125
LAY,FALY,Ladysmith Airport,ZA,Ladysmith,-28.5816993713,29.749700546299998,3548
LAZ,SBLP,Bom Jesus da Lapa Airport,BR,Bom Jesus da Lapa,-13.2621,-43.4081,1454
LBA,EGNM,Leeds Bradford Airport,GB,"Leeds, West Yorkshire",53.865898,-1.66057,681
LBB,KLBB,Lubbock Preston Smith International Airport,US,Lubbock,33.663601,-101.822998,3282
LBC,EDHL,Lübeck Blankensee Airport,DE,Lübeck,53.805401,10.7192,53
LBD,UTDL,Khujand International Airport,TJ,Khujand,40.215401,69.694702,1450
LBE,KLBE,Arnold Palmer Regional Airport,US,Latrobe,40.275902,-79.4048,1199
LBF,KLBF,North Platte Regional Airport Lee Bird Field,US,North Platte,41.12620163,-100.6839981,2777
LBG,LFPB,Paris-Le Bourget International Airport,FR,Paris,48.962276,2.436539,218
LBI,LFCI,Albi Le Sequestre airport,FR,Albi,43.913898,2.11306,564
LBJ,WATO,Komodo Airport,ID,"Labuan Bajo, Manggarai Barat",-8.480694,119.888306,66
LBL,KLBL,Liberal Mid-America Regional Airport,US,Liberal,37.0442009,-100.9599991,2885
LBP,MY-LBP,Long Banga Airport,MY,Long Banga,3.202138,115.401811,750
LBQ,FOGR,Lambarene Airport,GA,Lambarene,-0.704389,10.2457,82
LBR,SWLB,Lábrea Airport,BR,Lábrea,-7.27897,-64.769501,243
LBS,NFNL,Labasa Airport,FJ,Labasa,-16.4667,179.339996,44
LBT,KLBT,Lumberton Regional Airport,US,Lumberton,34.610773,-79.05943,126
LBU,WBKL,Labuan Airport,MY,Labuan,5.301667,115.248333,101
LBV,FOOL,Libreville Leon M'ba International Airport,GA,Libreville,0.458951,9.41214,39
LBW,WAQJ,Yuvai Semaring Airport,ID,Long Bawan,3.900495,115.690089,2540
LBX,RPLU,Lubang Airport,PH,Lubang,13.8554,120.105003,43
LBY,LFRE,La Baule-Escoublac Airport,FR,La Baule-Escoublac,47.289398,-2.34639,105
LCA,LCLK,Larnaca International Airport,CY,Larnaca,34.875099,33.624901,8
LCC,LIBN,Lecce Galatina Air Base / Galatina Fortunato Cesari Airport,IT,Galatina (LE),40.239201,18.133301,156
LCE,MHLC,Golosón International Airport,HN,La Ceiba,15.7425,-86.852997,39
LCG,LECO,A Coruña Airport,ES,Culleredo,43.302101,-8.37726,326
LCH,KLCH,Lake Charles Regional Airport,US,Lake Charles,30.126100540161133,-93.22329711914062,15
LCJ,EPLL,Łódź Władysław Reymont Airport,PL,Łódź,51.721901,19.3981,604
LCK,KLCK,Rickenbacker International Airport,US,Columbus,39.813801,-82.927803,744
LCR,CO-LCR,Virgilio Barco Vargas (La Chorrera) Airport,CO,La Chorrera,-1.456361,-72.801086,564
LCX,ZSLO,Liancheng Guanzhishan Airport,CN,Longyan (Liancheng),25.67592,116.745907,1225
LCY,EGLC,London City Airport,GB,London,51.505299,0.055278,19
LDB,SBLO,Governor José Richa Airport,BR,Londrina,-23.334375,-51.128365,1867
LDE,LFBT,Tarbes-Lourdes-Pyrénées Airport,FR,Tarbes/Lourdes/Pyrénées,43.178699,-0.006439,1260
LDG,ULAL,Leshukonskoye Airport,RU,Leshukonskoye,64.896004,45.723,220
LDH,YLHI,Lord Howe Island Airport,AU,Lord Howe Island,-31.538204,159.07546,5
LDS,ZYLD,Yichun Lindu Airport,CN,Yichun,47.752056,129.019125,791
LDU,WBKD,Lahad Datu Airport,MY,Lahad Datu,5.03241,118.32376,45
LDV,LFRJ,Landivisiau Air Base,FR,Landivisiau,48.5303,-4.15164,348
LDX,SOOM,Saint-Laurent-du-Maroni Airport,GF,Saint-Laurent-du-Maroni,5.481891,-54.034964,16
LDY,EGAE,City of Derry Airport,GB,"Derry, Derry and Strabane",55.042801,-7.16111,22
LEA,YPLM,Learmonth Airport,AU,Exmouth,-22.235201,114.090024,19
LEB,KLEB,Lebanon Municipal Airport,US,Lebanon,43.626098632799994,-72.30419921880001,603
LEC,SBLE,Coronel Horácio de Mattos Airport,BR,Lençóis,-12.4823,-41.277,1676
LED,ULLI,Pulkovo Airport,RU,St. Petersburg,59.800301,30.262501,78
LEE,KLEE,Leesburg International Airport,US,Leesburg,28.82309914,-81.80870056,76
LEH,LFOH,Le Havre-Octeville Airport,FR,Le Havre,49.534038,0.088406,313
LEI,LEAM,Almería Airport,ES,Almería,36.843899,-2.3701,70
LEJ,EDDP,Leipzig/Halle Airport,DE,Schkeuditz,51.420657,12.232705,465
LEL,YLEV,Lake Evella Airport,AU,,-12.498900413513184,135.80599975585938,256
LEN,LELN,León Airport,ES,La Virgen del Camino,42.590709,-5.653406,3006
LEQ,EGHC,Land's End Airport,GB,"Land's End, Cornwall",50.102798,-5.67056,398
LER,YLST,Leinster Airport,AU,,-27.843299865722656,120.7030029296875,1631
LET,SKLT,Alfredo Vásquez Cobo International Airport,CO,Leticia,-4.191147,-69.942003,277
LEU,LESU,Pirineus - la Seu d'Urgel Airport,ES,La Seu d'Urgell Pyrenees and Andorra,42.3386,1.40917,2625
LEV,NFNB,Levuka Airfield,FJ,Bureta,-17.7110996246,178.759002686,11
LEX,KLEX,Blue Grass Airport,US,Lexington,38.035066,-84.606738,979
LEY,EHLE,Lelystad Airport,NL,Lelystad,52.453188,5.514622,-13
LFI,KLFI,Langley Air Force Base,US,Hampton,37.082901,-76.360497,11
LFK,KLFK,Angelina County Airport,US,Lufkin,31.2339992523,-94.75,296
LFM,OISR,Lamerd Airport,IR,Lamerd,27.3727,53.188801,1337
LFQ,ZBLF,Linfen Yaodu Airport,CN,Linfen (Yaodu),36.132629,111.641236,1483
LFR,SVLF,La Fria Airport,VE,,8.239167,-72.271027,305
LFT,KLFT,Lafayette Regional Airport,US,Lafayette,30.205299,-91.987602,42
LFW,DXXX,Lomé–Tokoin International Airport,TG,Lomé,6.16561,1.25451,72
LGA,KLGA,LaGuardia Airport,US,New York,40.777199,-73.872597,21
LGB,KLGB,Long Beach International Airport,US,Long Beach,33.816523,-118.149891,60
LGG,EBLG,Liège Airport,BE,Grâce-Hollogne,50.638574,5.443897,659
LGH,YLEC,Leigh Creek Airport,AU,,-30.598301,138.425995,856
LGI,MYLD,Deadman's Cay Airport,BS,Deadman's Cay,23.1790008545,-75.09359741210001,9
LGK,WMKL,Langkawi International Airport,MY,Langkawi,6.32973,99.728699,29
LGL,WBGF,Long Lellang Airport,MY,Long Datih,3.4210000038099997,115.153999329,1400
LGR,SCHR,Cochrane Airport,CL,Cochrane,-47.243591,-72.58815,643
LGS,SAMM,Comodoro D.R. Salomón Airport,AR,Malargue,-35.493599,-69.574303,4685
LGU,KLGU,Logan-Cache Airport,US,Logan,41.7911987305,-111.851997375,4457
LGW,EGKK,London Gatwick Airport,GB,London,51.148744,-0.185739,202
LGZ,ZUSH,Shannan Longzi Airport,CN,Shannan,28.422422,92.348082,12959
LHA,EDTL,Lahr Airport,DE,Lahr/Schwarzwald,48.369301,7.82772,511
LHE,OPLA,Allama Iqbal International Airport,PK,Lahore,31.521601,74.403603,712
LHG,YLRD,Lightning Ridge Airport,AU,,-29.452857,147.977146,540
LHK,ZHGH,Guangzhou MR Air Base / Guanghua Airport,CN,Xiangyang (Laohekou),32.38866,111.69425,
LHL,UBLC,Lachin International Airport,AZ,Lachin,39.883787,46.363137,5577
LHN,SNLN,Linhares Municipal Airport,BR,Linhares,-19.355202,-40.07128,138
LHR,EGLL,London Heathrow Airport,GB,London,51.470748,-0.459909,83
LHS,SAVH,Las Heras Airport,AR,Las Heras,-46.538517,-68.965323,1082
LHW,ZLLL,Lanzhou Zhongchuan International Airport,CN,Lanzhou (Yongdeng),36.515202,103.620003,6388
LIF,NWWL,Lifou Airport,NC,Lifou,-20.774563,167.239328,92
LIG,LFBL,Limoges Airport,FR,Limoges/Bellegarde,45.862801,1.17944,1300
LIH,PHLI,Lihue Airport,US,"Lihue, Kauai",21.974393,-159.337146,153
LIK,MH-LIK,Likiep Airport,MH,Likiep Island,9.82316,169.307999,
LIL,LFQQ,Lille Airport,FR,Lesquin,50.566564,3.102429,157
LIM,SPJC,Jorge Chávez International Airport,PE,Lima,-12.0219,-77.114305,113
LIN,LIML,Milano Linate Airport,IT,Segrate (MI),45.445099,9.27674,353
LIO,MRLM,Limón International Airport,CR,Limón,9.95796,-83.022003,7
LIP,SBLN,Lins Airport,BR,Lins,-21.663491,-49.729954,1575
LIQ,FZGA,Lisala Airport,CD,Lisala,2.17066,21.496901,1509
LIR,MRLB,Daniel Oduber Quirós International Airport,CR,Liberia,10.5933,-85.544403,270
LIS,LPPT,Lisbon Humberto Delgado Airport,PT,Lisbon,38.7813,-9.13592,374
LIT,KLIT,Bill & Hillary Clinton National Airport/Adams Field,US,Little Rock,34.729222,-92.223591,262
LIW,VYLK,Loikaw Airport,MM,Loikaw,19.691499710083008,97.21479797363281,2940
LJG,ZPLJ,Lijiang Sanyi International Airport,CN,Lijiang,26.677483,100.244944,7359
LJN,KLBX,Texas Gulf Coast Regional Airport,US,Angleton,29.108601,-95.462097,25
LJU,LJLJ,Ljubljana Jože Pučnik Airport,SI,Zgornji Brnik,46.223701,14.4576,1273
LKA,WATL,Larantuka Gewayentana Airport,ID,Tiwatobi,-8.274424,123.002,63
LKB,NFNK,Lakeba Island Airport,FJ,Lakeba Island,-18.1991996765,-178.817001343,280
LKG,HKLK,Lokichogio Airport,KE,Lokichogio,4.20412,34.348202,2074
LKI,WIML,Lasikin Airport,ID,Lubang,2.411328,96.327722,19
LKL,ENNA,"Lakselv Airport, Banak",NO,Lakselv,70.068802,24.973499,25
LKM,WAMI,Bolaang Mongondow Airport,ID,Lolak,0.88855,124.033634,28
LKN,ENLK,Leknes Airport,NO,Leknes,68.152496337891,13.609399795532,78
LKO,VILK,Chaudhary Charan Singh International Airport,IN,Lucknow,26.760599,80.889297,410
LKY,HTLM,Lake Manyara Airport,TZ,Lake Manyara National Park,-3.37631,35.818298,4150
LKZ,EGUL,RAF Lakenheath,GB,"Brandon, Suffolk",52.40954,0.561161,32
LLA,ESPA,Luleå Airport,SE,Luleå,65.5438,22.122,65
LLB,ZULB,Libo Airport,CN,Qiannan (Libo),25.4525,107.961667,
LLC,RPLH,Cagayan North International Airport,PH,Lal-lo,18.182388,121.746223,148
LLF,ZGLG,Yongzhou Lingling Airport,CN,Yongzhou,26.338661,111.610043,340
LLK,UBBL,Lankaran International Airport,AZ,Lankaran,38.757919,48.807042,30
LLO,WAFD,Bua - Palopo Lagaligo Airport,ID,Palopo,-3.08227,120.244823,14
LLV,ZBLL,Lüliang Dawu Airport,CN,Lüliang,37.683333,111.142778,
LLW,FWKI,Kamuzu International Airport,MW,Lumbadzi,-13.7894,33.780998,4035
LMA,PAMH,Minchumina Airport,US,Minchumina,63.886002,-152.302002,678
LMC,SKNA,La Macarena Airport,CO,La Macarena,2.17565,-73.78674,790
LME,LFRM,Le Mans-Arnage Airport,FR,"Le Mans, Sarthe",47.948604,0.201702,194
LMM,MMLM,Valle del Fuerte International Airport,MX,Los Mochis,25.685503,-109.081159,16
LMN,WBGJ,Limbang Airport,MY,Limbang,4.808300018310547,115.01000213623047,14
LMO,EGQS,RAF Lossiemouth,GB,"Lossiemouth, Moray",57.7052,-3.33917,42
LMP,LICD,Lampedusa Airport,IT,Lampedusa,35.497898,12.6181,70
LMQ,HLMB,Marsa al Brega Airport,LY,Marsa al Brega,30.378099,19.576401,50
LMR,FALC,Lime Acres Finsch Mine Airport,ZA,Lime Acres,-28.36009979248047,23.43910026550293,4900
LMT,KLMT,Crater Lake-Klamath Regional Airport,US,Klamath Falls,42.156101,-121.733002,4095
LMY,AYLM,Lake Murray Airport,PG,Lake Murray,-7.00992,141.494003,52
LNB,NVSM,Lamen Bay Airport,VU,Lamen Bay,-16.584199905400002,168.158996582,7
LND,KLND,Hunt Field,US,Lander,42.815201,-108.730003,5586
LNE,NVSO,Lonorore Airport,VU,Lonorore,-15.865599632299999,168.17199707,43
LNJ,ZPLC,Lincang Boshang Airport,CN,Lincang,23.7381,100.025002,6230
LNK,KLNK,Lincoln Airport,US,Lincoln,40.844882,-96.76178,1219
LNL,ZLLN,Longnan Chengzhou Airport,CN,Longnan (Cheng),33.789918,105.790014,3707
LNO,YLEO,Leonora Airport,AU,Leonora,-28.87809944152832,121.31500244140625,1217
LNS,KLNS,Lancaster Airport,US,Lancaster,40.121700286865234,-76.29609680175781,403
LNU,WAQM,Robert Atty Bessing,ID,Malinau,3.575256,116.619769,26
LNV,AYKY,Londolovit Airport,PG,Londolovit,-3.04361009598,152.628997803,167
LNX,RU-10076,Smolensk North Airport,RU,Smolensk,54.824,32.025,820
LNY,PHNY,Lanai Airport,US,Lanai City,20.785675,-156.951324,1308
LNZ,LOWL,Linz-Hörsching Airport,AT,Linz,48.235362,14.188128,980
LOD,NVSG,Longana Airport,VU,Longana,-15.3066997528,167.966995239,167
LOE,VTUL,Loei Airport,TH,,17.43910026550293,101.72200012207031,860
LOH,SECA,Ciudad de Catamayo Airport,EC,La Toma (Catamayo),-3.995606,-79.371902,4056
LOK,HKLO,Lodwar Airport,KE,Lodwar,3.12197,35.6087,1715
LOL,KLOL,Derby Field,US,Lovelock,40.0663986206,-118.565002441,3904
LOO,DAUL,Laghouat - Molay Ahmed Medeghri Airport,DZ,Laghouat,33.7644,2.92834,2510
LOP,WADL,Lombok International Airport,ID,"Mataram (Pujut, Lombok Tengah)",-8.759962,116.278169,319
LOS,DNMM,Murtala Muhammed International Airport,NG,Lagos,6.57737,3.32116,135
LOU,KLOU,Bowman Field,US,Louisville,38.2280006409,-85.6636962891,546
LOV,MMMV,Monclova International Airport,MX,Monclova,26.9557,-101.470001,1864
LOZ,KLOZ,London-Corbin Airport/Magee Field,US,London,37.0821990967,-84.08489990230001,1212
LPA,GCLP,Gran Canaria Airport,ES,Gran Canaria Island,27.9319,-15.3866,78
LPB,SLLP,El Alto International Airport,BO,La Paz / El Alto,-16.510272,-68.189416,13355
LPD,SKLP,La Pedrera Airport,CO,La Pedrera,-1.324882,-69.581294,590
LPF,ZUPS,Liupanshui Yuezhao Airport,CN,Liupanshui (Zhongshan),26.609417,104.979,
LPG,SADL,La Plata Airport,AR,La Plata,-34.9722,-57.8947,72
LPI,ESSL,Linköping City Airport,SE,Linköping,58.404909,15.684499,172
LPK,UUOL,Lipetsk Airport,RU,Lipetsk,52.70280075073242,39.53779983520508,584
LPL,EGGP,Liverpool John Lennon Airport,GB,Liverpool,53.334863,-2.849637,80
LPM,NVSL,Lamap Airport,VU,Lamap,-16.4611228,167.829253,7
LPP,EFLP,Lappeenranta Airport,FI,Lappeenranta,61.044601,28.144743,349
LPQ,VLLB,Luang Phabang International Airport,LA,Luang Phabang,19.904273,102.167191,955
LPS,S31,Lopez Island Airport,US,Lopez,48.4838981628418,-122.93800354003906,209
LPT,VTCL,Lampang Airport,TH,,18.27090072631836,99.50420379638672,811
LPU,WAQL,Long Apung Airport,ID,Long Apung-Borneo Island,1.706932,114.969934,2437
LPX,EVLA,Liepāja International Airport,LV,Liepāja,56.517502,21.096901,16
LPY,LFHP,Le Puy-Loudes Airfield,FR,"Chaspuzac, Haute-Loire",45.0807,3.76289,2731
LQM,SKLG,Caucaya Airport,CO,Puerto Leguízamo,-0.182278,-74.7708,573
LRD,KLRD,Laredo International Airport,US,Laredo,27.5438,-99.461601,508
LRE,YLRE,Longreach Airport,AU,Longreach,-23.43202,144.277492,627
LRF,KLRF,Little Rock Air Force Base,US,Jacksonville,34.916900634799994,-92.14969635010002,311
LRH,LFBH,La Rochelle Île de Ré Airport,FR,La Rochelle,46.179199,-1.19528,74
LRL,DXNG,Niamtougou International Airport,TG,Niamtougou,9.766675,1.090944,1515
LRM,MDLR,Casa De Campo International Airport,DO,La Romana,18.452222,-68.911111,213
LRR,OISL,Lar Airport,IR,Lar,27.6747,54.383301,2641
LRS,LGLE,Leros Airport,GR,Leros Island,37.184898,26.800301,39
LRT,LFRH,Lorient South Brittany (Bretagne Sud) Airport,FR,Lorient/Lann/Bihoué,47.760601,-3.44,160
LRU,KLRU,Las Cruces International Airport,US,Las Cruces,32.289398,-106.921997,4456
LRV,SVRS,Los Roques Airport,VE,Gran Roque Island,11.946935,-66.668333,17
LSA,AYKA,Losuia Airport,PG,Losuia,-8.505820274353027,151.08099365234375,27
LSC,SCSE,La Florida Airport,CL,La Serena-Coquimbo,-29.916201,-71.199501,481
LSE,KLSE,La Crosse Regional Airport,US,La Crosse,43.879002,-91.256699,655
LSF,KLSF,Lawson Army Air Field,US,Fort Benning,32.332546,-84.988003,232
LSG,CN-0249,Leshan Airport,CN,Leshan (Wutongqiao),29.438627,103.749218,1189
LSH,VYLS,Lashio Airport,MM,Lashio,22.9778995513916,97.752197265625,2450
LSI,EGPB,Sumburgh Airport,GB,"Lerwick, Shetland",59.878899,-1.29556,20
LSL,MRLC,Los Chiles Airport,CR,Los Chiles,11.0353,-84.7061,131
LSP,SVJC,Josefa Camejo International Airport,VE,Paraguaná,11.780775,-70.151497,75
LSR,WIMU,Alas Leuser Airport,ID,Kutacane,3.391456,97.863726,419
LST,YMLT,Launceston Airport,AU,Launceston (Western Junction),-41.544935,147.210785,562
LSV,KLSV,Nellis Air Force Base,US,Las Vegas,36.2361984253,-115.033996582,1870
LSW,WIMA,Malikus Saleh Airport,ID,Lhok Seumawe-Sumatra Island,5.22668,96.950302,90
LSX,WITL,Lhok Sukon Airport,ID,Lhok Sukon-Sumatra Island,5.06951,97.259201,28
LSY,YLIS,Lismore Airport,AU,Lismore,-28.830689,153.258419,35
LTA,FATZ,Tzaneen Airport,ZA,Tzaneen,-23.8244,30.3293,1914
LTD,HLTD,Ghadames Airport,LY,Ghadames,30.145484,9.702095,1122
LTH,VVLT,Long Thanh International Airport (Under Construction),VN,Ho Chi Minh City (Long Thanh),10.772842,107.040596,249
LTI,ZMAT,Altai Airport,MN,Altai,46.376399993896484,96.22109985351562,7260
LTK,OSLK,Latakia International Airport,SY,Latakia,35.4011,35.9487,157
LTM,SYLT,Lethem Airport,GY,Lethem,3.37276,-59.789398,351
LTN,EGGW,London Luton Airport,GB,"Luton, Luton",51.874699,-0.368333,526
LTO,MMLT,Loreto International Airport,MX,Loreto,25.989549,-111.348408,34
LTQ,LFAT,Le Touquet-Côte d'Opale Airport,FR,Le Touquet-Paris-Plage,50.518284,1.621656,36
LTS,KLTS,Altus Air Force Base,US,Altus,34.667099,-99.266701,1382
LTT,LFTZ,La Môle Airport,FR,Saint-Tropez,43.205399,6.482,59
LTU,VALT,Murod Kond Airport,IN,Latur,18.411501,76.464699,2136
LTX,SELT,Cotopaxi International Airport,EC,Latacunga,-0.906833,-78.615799,9205
LUA,VNLK,Tenzing-Hillary Airport,NP,Lukla,27.686768,86.729479,9380
LUD,FYLZ,Luderitz Airport,NA,Luderitz,-26.687400817871094,15.242899894714355,457
LUF,KLUF,Luke Air Force Base,US,Glendale,33.535,-112.383003,1085
LUG,LSZA,Lugano Airport,CH,Agno,46.004299,8.91058,915
LUH,VILD,Ludhiana Airport,IN,,30.854700088500977,75.95259857177734,834
LUK,KLUK,Cincinnati Municipal Airport Lunken Field,US,Cincinnati,39.102357,-84.418945,483
LUM,ZPMS,Dehong Mangshi International Airport,CN,Dehong (Mangshi),24.4011,98.5317,2890
LUN,FLKK,Kenneth Kaunda International Airport,ZM,Lusaka,-15.330833,28.452722,3779
LUO,FNUE,Luena Airport,AO,Luena,-11.7681,19.897699,4360
LUP,PHLU,Kalaupapa Airport,US,Kalaupapa,21.211,-156.973999,24
LUQ,SAOU,Brigadier Mayor D Cesar Raul Ojeda Airport,AR,San Luis,-33.273201,-66.3564,2328
LUR,PALU,Cape Lisburne LRRS Airport,US,Cape Lisburne,68.875099,-166.110001,16
LUV,WAPF,Karel Sadsuitubun Airport,ID,Langgur,-5.760278,132.759444,78
LUW,WAFW,Syukuran Aminuddin Amir Airport,ID,Luwok,-1.035893,122.773934,56
LUX,ELLX,Luxembourg-Findel International Airport,LU,Luxembourg,49.626845,6.212134,1234
LUZ,EPLB,Lublin Airport,PL,Lublin,51.240157,22.713461,633
LVA,LFOV,Laval-Entrammes Airport,FR,"Laval, Mayenne",48.032208,-0.743999,330
LVI,FLHN,Harry Mwanga Nkumbula International Airport,ZM,Livingstone,-17.821524,25.819642,3302
LVM,KLVM,Mission Field,US,Livingston,45.6994018555,-110.447998047,4660
LVO,YLTN,Laverton Airport,AU,Laverton,-28.614267,122.428673,1530
LVP,OIBV,Lavan Airport,IR,Lavan Airport,26.810742,53.354302,76
LVS,KLVS,Las Vegas Municipal Airport,US,Las Vegas,35.654202,-105.141998,6877
LWB,KLWB,Greenbrier Valley Airport,US,Lewisburg,37.857914,-80.400438,2302
LWK,EGET,Lerwick / Tingwall Airport,GB,"Lerwick, Shetland Islands",60.1922,-1.24361,43
LWM,KLWM,Lawrence Municipal Airport,US,Lawrence,42.717201232899995,-71.1233978271,148
LWN,UDSG,Shirak International Airport,AM,Gyumri,40.750401,43.859299,5000
LWO,UKLL,Lviv International Airport,UA,Lviv,49.8125,23.9561,1071
LWR,EHLW,Leeuwarden Air Base,NL,Leeuwarden,53.228599548339844,5.760560035705566,3
LWS,KLWS,Lewiston Nez Perce County Airport,US,Lewiston,46.3745002746582,-117.01499938964844,1442
LWT,KLWT,Lewistown Municipal Airport,US,Lewistown,47.048429,-109.466143,4170
LWY,WBGW,Lawas Airport,MY,Lawas,4.84917,115.407997,5
LXA,ZULS,Lhasa Gonggar International Airport,CN,Shannan (Gonggar),29.298001,90.911951,11713
LXG,VLLN,Luang Namtha Airport,LA,Luang Namtha,20.966999,101.400002,1968
LXR,HELX,Luxor International Airport,EG,Luxor,25.671018,32.706446,276
LXS,LGLM,Limnos Airport,GR,Limnos Island,39.917098999,25.236299514799995,14
LYA,ZHLY,Luoyang Beijiao Airport,CN,Luoyang (Laocheng),34.7411,112.388,840
LYB,MWCL,Edward Bodden Little Cayman Airfield,KY,Blossom Village,19.660161,-80.088826,3
LYC,ESNL,Lycksele Airport,SE,Lycksele,64.548302,18.7162,705
LYG,ZSLG,Lianyungang Huaguoshan International Airport,CN,Lianyungang,34.41406,119.17899,
LYH,KLYH,Lynchburg Regional Airport - Preston Glenn Field,US,Lynchburg,37.326698,-79.200401,938
LYI,ZSLY,Linyi Qiyang Airport,CN,Linyi (Hedong),35.052918,118.411828,177
LYN,LFLY,Lyon Bron Airport,FR,"Chassieu, Lyon",45.727947,4.943991,659
LYP,OPFA,Faisalabad International Airport,PK,Faisalabad,31.364923,72.995319,591
LYR,ENSB,"Svalbard Airport, Longyear",NO,Longyearbyen,78.246101,15.4656,88
LYS,LFLL,Lyon Saint-Exupéry Airport,FR,"Colombier-Saugnieu, Rhône",45.725996,5.090139,821
LYU,KELO,Ely Municipal Airport,US,Ely,47.82450104,-91.83070374,1456
LYX,EGMD,Lydd London Ashford Airport,GB,"Romney Marsh, Kent",50.956246,0.939074,13
LZC,MMLC,Lázaro Cárdenas Airport,MX,Lázaro Cárdenas,18.001672,-102.220316,39
LZG,ZULA,Langzhong Gucheng Airport,CN,Nanchong (Langzhong),31.50191,106.034417,1444
LZH,ZGZH,Liuzhou Bailian Airport / Bailian Air Base,CN,Liuzhou (Liujiang),24.2075,109.390999,295
LZN,RCFG,Matsu Nangan Airport,TW,Matsu (Nangan),26.159656,119.958376,232
LZO,ZULZ,Luzhou Yunlong Airport,CN,Luzhou (Yunlong),29.030357,105.468407,
LZY,ZUNZ,Nyingchi Mainling Airport,CN,Nyingchi (Mainling),29.303301,94.335297,9675
MAA,VOMM,Chennai International Airport,IN,Chennai,12.990005,80.169296,52
MAB,SBMA,João Correa da Rocha Airport,BR,Marabá,-5.36859,-49.138,357
MAD,LEMD,Adolfo Suárez Madrid–Barajas Airport,ES,Madrid,40.493407,-3.572249,1998
MAF,KMAF,Midland International Air and Space Port,US,Midland,31.942499,-102.202003,2871
MAG,AYMD,Madang Airport,PG,Madang,-5.20707988739,145.789001465,20
MAH,LEMH,Menorca Airport,ES,Mahón (Maó),39.862598,4.21865,302
MAJ,PKMJ,Marshall Islands International Airport,MH,Majuro Atoll,7.06511,171.271656,6
MAK,HSSM,Malakal International Airport,SS,Malakal,9.558739,31.651937,1291
MAM,MMMA,General Servando Canales International Airport,MX,Matamoros,25.7698993683,-97.5252990723,25
MAN,EGCC,Manchester Airport,GB,"Manchester, Greater Manchester",53.349375,-2.279521,257
MAO,SBEG,Eduardo Gomes International Airport,BR,Manaus,-3.03861,-60.049702,264
MAQ,VTPM,Mae Sot Airport,TH,,16.699899673461914,98.54509735107422,690
MAR,SVMC,La Chinita International Airport,VE,Maracaibo,10.557542,-71.729307,239
MAS,AYMO,Momote Airport,PG,Manus Island,-2.06189,147.423996,12
MAU,NTTP,Maupiti Airport,PF,,-16.42650032043457,-152.24400329589844,15
MAX,GOSM,Ouro Sogui Airport,SN,Ouro Sogui,15.5936,-13.3228,85
MAY,MYAB,Clarence A. Bain Airport,BS,Mangrove Cay,24.287701,-77.684601,19
MAZ,TJMZ,Eugenio Maria De Hostos Airport,PR,Mayaguez,18.255699157714844,-67.14849853515625,28
MBA,HKMO,Moi International Airport,KE,Mombasa,-4.03483,39.5942,200
MBD,FAMM,Mmabatho International Airport,ZA,Mafeking,-25.798400878900004,25.548000335699996,4181
MBE,RJEB,Monbetsu Airport,JP,Monbetsu,44.303901672399995,143.404006958,80
MBG,KMBG,Mobridge Municipal Airport,US,Mobridge,45.54650116,-100.4079971,1716
MBI,HTGW,Songwe Airport,TZ,Mbeya,-8.919942,33.273981,4412
MBJ,MKJS,Sangster International Airport,JM,Montego Bay,18.50342,-77.91323,4
MBL,KMBL,Manistee County Blacker Airport,US,Manistee,44.272707,-86.246495,621
MBO,RPUM,Mamburao Airport,PH,Mamburao,13.208048,120.605457,13
MBS,KMBS,MBS International Airport,US,Freeland,43.533181,-84.083104,668
MBT,RPVJ,Moises R. Espinosa Airport,PH,Masbate,12.369682,123.630095,49
MBW,YMMB,Melbourne Moorabbin Airport,AU,Melbourne,-37.977765,145.099799,50
MBX,LJMB,Maribor Edvard Rusjan Airport,SI,Maribor,46.4799,15.6861,876
MCB,KMCB,McComb-Pike County Airport / John E Lewis Field,US,McComb,31.178499,-90.471901,413
MCC,KMCC,McClellan Airfield,US,Sacramento,38.667599,-121.401001,77
MCE,KMCE,Merced Regional Macready Field,US,Merced,37.284698,-120.514,155
MCF,KMCF,MacDill Air Force Base,US,Tampa,27.8493,-82.521202,14
MCG,PAMC,McGrath Airport,US,McGrath,62.95289993,-155.6060028,341
MCI,KMCI,Kansas City International Airport,US,Kansas City,39.301699,-94.713893,1026
MCJ,SKLM,Jorge Isaac Airport,CO,La Mina-Maicao,11.2325,-72.4901,281
MCK,KMCK,McCook Ben Nelson Regional Airport,US,McCook,40.207787,-100.592794,2583
MCN,KMCN,Middle Georgia Regional Airport,US,Macon,32.69279861450195,-83.64920043945312,354
MCO,KMCO,Orlando International Airport,US,Orlando,28.429399490356445,-81.30899810791016,96
MCP,SBMQ,Macapá - Alberto Alcolumbre International Airport,BR,Macapá,0.050664,-51.072201,56
MCS,SARM,Monte Caseros Airport,AR,Monte Caseros,-30.2719,-57.6402,170
MCT,OOMS,Muscat International Airport,OM,Muscat/Seeb,23.600218,58.285268,48
MCU,LFBK,Montluçon-Guéret Airport,FR,"Lépaud, Creuse",46.222599,2.36396,1497
MCV,YMHU,McArthur River Mine Airport,AU,McArthur River Mine,-16.4424991608,136.083999634,131
MCW,KMCW,Mason City Municipal Airport,US,Mason City,43.159801,-93.329716,1213
MCX,URML,Makhachkala Uytash International Airport,RU,Makhachkala,42.816799,47.652302,12
